file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"[""SNAP-163916-0307.jpg""]",1,[],"[3,867.032,323.806,13.846]",{}
"[""SNAP-163935-0308.jpg""]",1,[],"[3,763.713,289.721,9.162]",{}
"[""SNAP-164007-0309.jpg""]",1,[],"[3,986.329,365.346,13.847]",{}
"[""SNAP-170539-0311.jpg""]",1,[],"[3,52.192,551.748,9.527]",{}
"[""SNAP-171032-0313.jpg""]",1,[],"[3,969.286,127.818,10.049]",{}
"[""SNAP-171043-0314.jpg""]",1,[],"[3,1252.616,110.776,11.521]",{}
"[""SNAP-171509-0315.jpg""]",1,[],"[3,651.872,489.969,9.163]",{}
"[""SNAP-172510-0316.jpg""]",1,[],"[3,692.347,314.219,9.587]",{}
"[""SNAP-172520-0317.jpg""]",1,[],"[3,628.438,121.427,10.049]",{}
"[""SNAP-172520-0317.jpg""]",1,[],"[3,1078.997,747.735,6.025]",{}
"[""SNAP-172520-0317.jpg""]",1,[],"[3,1086.453,758.387,6.025]",{}
"[""SNAP-172520-0317.jpg""]",1,[],"[3,1105.626,764.778,6.819]",{}
"[""SNAP-172544-0318.jpg""]",1,[],"[3,451.624,118.232,8.783]",{}
"[""SNAP-172555-0319.jpg""]",1,[],"[3,276.939,22.368,8.783]",{}
"[""SNAP-172607-0320.jpg""]",1,[],"[3,952.244,594.354,9.645]",{}
"[""SNAP-172607-0320.jpg""]",1,[],"[3,610.331,272.678,7.532]",{}
"[""SNAP-172618-0321.jpg""]",1,[],"[3,996.98,76.691,7.755]",{}
"[""SNAP-172644-0322.jpg""]",1,[],"[3,984.199,224.747,7.754]",{}
"[""SNAP-172644-0322.jpg""]",1,[],"[3,982.068,255.636,10.105]",{}
"[""SNAP-172644-0322.jpg""]",1,[],"[3,976.743,351.499,5.431]",{}
"[""SNAP-172644-0322.jpg""]",1,[],"[3,916.029,551.748,10.544]",{}
"[""SNAP-172650-0323.jpg""]",1,[],"[3,812.709,317.415,7.755]",{}
"[""SNAP-172650-0323.jpg""]",1,[],"[3,813.775,275.874,6.82]",{}
"[""SNAP-172658-0324.jpg""]",1,[],"[3,515.533,442.037,8.783]",{}
"[""SNAP-172740-0325.jpg""]",1,[],"[3,681.696,209.835,7.754]",{}
"[""SNAP-172740-0325.jpg""]",1,[],"[3,560.269,322.74,8.112]",{}
"[""SNAP-172740-0325.jpg""]",1,[],"[3,97.994,585.832,10.652]",{}
"[""SNAP-172816-0326.jpg""]",1,[],"[3,704.064,528.314,17.34]",{}
"[""SNAP-172816-0326.jpg""]",1,[],"[3,1070.476,78.821,9.1]",{}
"[""SNAP-172850-0327.jpg""]",1,[],"[3,1036.391,468.666,17.339]",{}
"[""SNAP-172850-0327.jpg""]",1,[],"[3,103.32,344.043,10.651]",{}
"[""SNAP-172911-0328.jpg""]",1,[],"[3,934.137,815.905,18.874]",{}
"[""SNAP-172911-0328.jpg""]",1,[],"[3,108.645,380.259,9.101]",{}
"[""SNAP-172925-0329.jpg""]",1,[],"[3,879.814,202.378,10.491]",{}
"[""SNAP-172925-0329.jpg""]",1,[],"[3,342.978,272.678,12.468]",{}
"[""SNAP-172941-0330.jpg""]",1,[],"[3,1164.209,61.779,16.259]",{}
"[""SNAP-173010-0331.jpg""]",1,[],"[3,271.613,505.946,11.909]",{}
"[""SNAP-173023-0332.jpg""]",1,[],"[3,848.925,698.738,9.101]",{}
"[""SNAP-173023-0332.jpg""]",1,[],"[3,640.155,126.753,10.049]",{}
"[""SNAP-173034-0333.jpg""]",1,[],"[3,1117.342,207.704,9.527]",{}
"[""SNAP-173055-0334.jpg""]",1,[],"[3,491.034,805.253,9.163]",{}
"[""SNAP-173110-0335.jpg""]",1,[],"[3,1229.183,151.251,9.038]",{}
"[""SNAP-173110-0335.jpg""]",1,[],"[3,1153.557,71.365,6.821]",{}
"[""SNAP-173110-0335.jpg""]",1,[],"[3,109.71,241.789,9.101]",{}
"[""SNAP-173055-0334.jpg""]",1,[],"[3,858.511,108.645,7.681]",{}
"[""SNAP-173126-0336.jpg""]",1,[],"[3,500.62,255.636,9.101]",{}
"[""SNAP-173126-0336.jpg""]",1,[],"[3,301.437,471.861,8.112]",{}
"[""SNAP-173138-0337.jpg""]",1,[],"[3,951.179,443.102,11.473]",{}
"[""SNAP-173201-0338.jpg""]",1,[],"[3,462.275,247.115,10.862]",{}
"[""SNAP-173444-0339.jpg""]",1,[],"[3,515.533,193.857,8.521]",{}
"[""SNAP-173506-0340.jpg""]",1,[],"[3,530.445,265.222,11.909]",{}
"[""SNAP-173516-0341.jpg""]",1,[],"[3,871.293,86.277,11.121]",{}
"[""SNAP-173531-0342.jpg""]",1,[],"[3,699.804,139.535,9.1]",{}
"[""SNAP-173531-0342.jpg""]",1,[],"[3,794.602,612.461,10.651]",{}
"[""SNAP-173543-0343.jpg""]",1,[],"[3,72.43,480.383,12.144]",{}
"[""SNAP-173551-0344.jpg""]",1,[],"[3,48.997,442.037,11.323]",{}
"[""SNAP-173551-0344.jpg""]",1,[],"[3,76.691,655.067,8.112]",{}
"[""SNAP-173557-0345.jpg""]",1,[],"[3,649.741,368.542,9.821]",{}
"[""SNAP-173612-0346.jpg""]",1,[],"[3,836.143,717.911,10.966]",{}
"[""SNAP-173612-0346.jpg""]",1,[],"[3,857.446,739.214,13.473]",{}
"[""SNAP-173619-0347.jpg""]",1,[],"[3,189.597,139.535,9.527]",{}
"[""SNAP-173640-0348.jpg""]",1,[],"[3,378.128,642.285,9.163]",{}
"[""SNAP-173640-0348.jpg""]",1,[],"[3,287.59,86.277,8.319]",{}
"[""SNAP-173648-0349.jpg""]",1,[],"[3,606.07,60.714,13.001]",{}
"[""SNAP-173648-0349.jpg""]",1,[],"[3,219.421,720.041,8.784]",{}
"[""SNAP-173710-0350.jpg""]",1,[],"[3,336.587,235.398,8.112]",{}
"[""SNAP-173710-0350.jpg""]",1,[],"[3,368.542,92.668,8.587]",{}
"[""SNAP-173718-0351.jpg""]",1,[],"[3,674.24,835.078,8.521]",{}
"[""SNAP-173718-0351.jpg""]",1,[],"[3,150.186,922.42,7.532]",{}
"[""SNAP-173725-0352.jpg""]",1,[],"[3,602.875,160.838,10.651]",{}
"[""SNAP-173725-0352.jpg""]",1,[],"[3,955.44,961.83,12.145]",{}
"[""SNAP-173725-0352.jpg""]",1,[],"[3,918.159,135.274,7.681]",{}
"[""SNAP-173733-0353.jpg""]",1,[],"[3,849.99,108.645,9.038]",{}
"[""SNAP-173733-0353.jpg""]",1,[],"[3,826.556,108.645,10.967]",{}
"[""SNAP-173800-0354.jpg""]",1,[],"[3,1087.518,369.607,9.101]",{}
"[""SNAP-173800-0354.jpg""]",1,[],"[3,124.623,967.156,11.909]",{}
"[""SNAP-173831-0355.jpg""]",1,[],"[3,151.251,596.484,15.251]",{}
"[""SNAP-173849-0356.jpg""]",1,[],"[3,332.327,693.413,16.259]",{}
"[""SNAP-173849-0356.jpg""]",1,[],"[3,711.52,113.971,14.291]",{}
"[""SNAP-173901-0357.jpg""]",1,[],"[3,928.811,696.608,14.836]",{}
"[""SNAP-173915-0358.jpg""]",1,[],"[3,1282.441,561.334,16.841]",{}
"[""SNAP-173915-0358.jpg""]",1,[],"[3,1273.919,530.445,9.82]",{}
"[""SNAP-173941-0359.jpg""]",1,[],"[3,410.083,522.989,10.104]",{}
"[""SNAP-174001-0360.jpg""]",1,[],"[3,888.335,201.313,10.049]",{}
"[""SNAP-174001-0360.jpg""]",1,[],"[3,68.17,673.175,8.521]",{}
"[""SNAP-174547-0362.jpg""]",1,[],"[3,860.641,398.366,9.101]",{}
"[""SNAP-174808-0363.jpg""]",1,[],"[3,652.937,592.223,10.049]",{}
['SNAP-133102-0007.jpg'],0,[],"[3.0, 1092, 287, 0.0]",{}
['SNAP-133137-0009.jpg'],0,[],"[3.0, 857, 567, 0.0]",{}
['SNAP-133150-0010.jpg'],0,[],"[3.0, 954, 403, 0.0]",{}
['SNAP-133150-0010.jpg'],0,[],"[3.0, 124, 929, 0.0]",{}
['SNAP-133150-0010.jpg'],0,[],"[3.0, 861, 136, 0.0]",{}
['SNAP-133206-0012.jpg'],0,[],"[3.0, 1223, 621, 0.0]",{}
['SNAP-133206-0012.jpg'],0,[],"[3.0, 398, 537, 0.0]",{}
['SNAP-133219-0013.jpg'],0,[],"[3.0, 922, 719, 0.0]",{}
['SNAP-133219-0013.jpg'],0,[],"[3.0, 1062, 683, 0.0]",{}
['SNAP-133219-0013.jpg'],0,[],"[3.0, 1038, 124, 0.0]",{}
['SNAP-133219-0013.jpg'],0,[],"[3.0, 1023, 200, 0.0]",{}
['SNAP-133219-0013.jpg'],0,[],"[3.0, 72, 686, 0.0]",{}
['SNAP-133228-0014.jpg'],0,[],"[3.0, 645, 565, 0.0]",{}
['SNAP-133228-0014.jpg'],0,[],"[3.0, 786, 299, 0.0]",{}
['SNAP-133228-0014.jpg'],0,[],"[3.0, 596, 586, 0.0]",{}
['SNAP-133228-0014.jpg'],0,[],"[3.0, 821, 121, 0.0]",{}
['SNAP-133228-0014.jpg'],0,[],"[3.0, 1058, 370, 0.0]",{}
['SNAP-133239-0015.jpg'],0,[],"[3.0, 972, 265, 0.0]",{}
['SNAP-133239-0015.jpg'],0,[],"[3.0, 804, 910, 0.0]",{}
['SNAP-133239-0015.jpg'],0,[],"[3.0, 277, 693, 0.0]",{}
['SNAP-133239-0015.jpg'],0,[],"[3.0, 788, 69, 0.0]",{}
['SNAP-133251-0016.jpg'],0,[],"[3.0, 802, 710, 0.0]",{}
['SNAP-133251-0016.jpg'],0,[],"[3.0, 757, 302, 0.0]",{}
['SNAP-133251-0016.jpg'],0,[],"[3.0, 166, 669, 0.0]",{}
['SNAP-133301-0017.jpg'],0,[],"[3.0, 980, 557, 0.0]",{}
['SNAP-133301-0017.jpg'],0,[],"[3.0, 905, 734, 0.0]",{}
['SNAP-133301-0017.jpg'],0,[],"[3.0, 756, 463, 0.0]",{}
['SNAP-133313-0018.jpg'],0,[],"[3.0, 848, 112, 0.0]",{}
['SNAP-133313-0018.jpg'],0,[],"[3.0, 1211, 787, 0.0]",{}
['SNAP-133313-0018.jpg'],0,[],"[3.0, 497, 496, 0.0]",{}
['SNAP-133324-0019.jpg'],0,[],"[3.0, 1000, 452, 0.0]",{}
['SNAP-133324-0019.jpg'],0,[],"[3.0, 468, 913, 0.0]",{}
['SNAP-133324-0019.jpg'],0,[],"[3.0, 90, 642, 0.0]",{}
['SNAP-133324-0019.jpg'],0,[],"[3.0, 691, 575, 0.0]",{}
['SNAP-133324-0019.jpg'],0,[],"[3.0, 1156, 156, 0.0]",{}
['SNAP-133343-0020.jpg'],0,[],"[3.0, 685, 329, 0.0]",{}
['SNAP-133343-0020.jpg'],0,[],"[3.0, 564, 679, 0.0]",{}
['SNAP-133343-0020.jpg'],0,[],"[3.0, 827, 446, 0.0]",{}
['SNAP-133343-0020.jpg'],0,[],"[3.0, 1107, 81, 0.0]",{}
['SNAP-133355-0021.jpg'],0,[],"[3.0, 844, 477, 0.0]",{}
['SNAP-133355-0021.jpg'],0,[],"[3.0, 844, 394, 0.0]",{}
['SNAP-133447-0022.jpg'],0,[],"[3.0, 400, 816, 0.0]",{}
['SNAP-133447-0022.jpg'],0,[],"[3.0, 1014, 356, 0.0]",{}
['SNAP-133447-0022.jpg'],0,[],"[3.0, 947, 820, 0.0]",{}
['SNAP-133459-0023.jpg'],0,[],"[3.0, 863, 759, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 855, 845, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 1207, 757, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 1033, 811, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 73, 841, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 820, 907, 0.0]",{}
['SNAP-133522-0024.jpg'],0,[],"[3.0, 932, 321, 0.0]",{}
['SNAP-133533-0025.jpg'],0,[],"[3.0, 1070, 226, 0.0]",{}
['SNAP-133533-0025.jpg'],0,[],"[3.0, 403, 168, 0.0]",{}
['SNAP-133549-0026.jpg'],0,[],"[3.0, 1065, 455, 0.0]",{}
['SNAP-133602-0027.jpg'],0,[],"[3.0, 1011, 277, 0.0]",{}
['SNAP-133602-0027.jpg'],0,[],"[3.0, 378, 430, 0.0]",{}
['SNAP-133602-0027.jpg'],0,[],"[3.0, 86, 633, 0.0]",{}
['SNAP-133602-0027.jpg'],0,[],"[3.0, 486, 675, 0.0]",{}
['SNAP-133613-0028.jpg'],0,[],"[3.0, 416, 660, 0.0]",{}
['SNAP-133613-0028.jpg'],0,[],"[3.0, 555, 422, 0.0]",{}
['SNAP-133613-0028.jpg'],0,[],"[3.0, 324, 447, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 1224, 871, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 123, 817, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 1214, 345, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 1006, 820, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 268, 745, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 368, 948, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 781, 231, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 435, 183, 0.0]",{}
['SNAP-133626-0029.jpg'],0,[],"[3.0, 759, 859, 0.0]",{}
['SNAP-133637-0030.jpg'],0,[],"[3.0, 1064, 451, 0.0]",{}
['SNAP-133637-0030.jpg'],0,[],"[3.0, 920, 335, 0.0]",{}
['SNAP-133657-0031.jpg'],0,[],"[3.0, 1000, 215, 0.0]",{}
['SNAP-133657-0031.jpg'],0,[],"[3.0, 854, 677, 0.0]",{}
['SNAP-133716-0032.jpg'],0,[],"[3.0, 480, 844, 0.0]",{}
['SNAP-133716-0032.jpg'],0,[],"[3.0, 602, 764, 0.0]",{}
['SNAP-133732-0033.jpg'],0,[],"[3.0, 920, 701, 0.0]",{}
['SNAP-133732-0033.jpg'],0,[],"[3.0, 1056, 431, 0.0]",{}
['SNAP-133732-0033.jpg'],0,[],"[3.0, 651, 189, 0.0]",{}
['SNAP-133748-0034.jpg'],0,[],"[3.0, 601, 730, 0.0]",{}
['SNAP-133757-0035.jpg'],0,[],"[3.0, 976, 501, 0.0]",{}
['SNAP-133816-0036.jpg'],0,[],"[3.0, 205, 617, 0.0]",{}
['SNAP-133816-0036.jpg'],0,[],"[3.0, 961, 185, 0.0]",{}
['SNAP-133816-0036.jpg'],0,[],"[3.0, 202, 707, 0.0]",{}
['SNAP-133826-0037.jpg'],0,[],"[3.0, 837, 797, 0.0]",{}
['SNAP-133826-0037.jpg'],0,[],"[3.0, 316, 796, 0.0]",{}
['SNAP-133826-0037.jpg'],0,[],"[3.0, 975, 646, 0.0]",{}
['SNAP-133837-0038.jpg'],0,[],"[3.0, 709, 332, 0.0]",{}
['SNAP-133837-0038.jpg'],0,[],"[3.0, 566, 601, 0.0]",{}
['SNAP-133837-0038.jpg'],0,[],"[3.0, 896, 433, 0.0]",{}
['SNAP-133855-0039.jpg'],0,[],"[3.0, 347, 427, 0.0]",{}
['SNAP-133855-0039.jpg'],0,[],"[3.0, 688, 608, 0.0]",{}
['SNAP-133855-0039.jpg'],0,[],"[3.0, 231, 443, 0.0]",{}
['SNAP-133855-0039.jpg'],0,[],"[3.0, 532, 874, 0.0]",{}
['SNAP-133855-0039.jpg'],0,[],"[3.0, 362, 917, 0.0]",{}
['SNAP-133907-0040.jpg'],0,[],"[3.0, 259, 435, 0.0]",{}
['SNAP-133907-0040.jpg'],0,[],"[3.0, 431, 564, 0.0]",{}
['SNAP-133907-0040.jpg'],0,[],"[3.0, 796, 682, 0.0]",{}
['SNAP-133907-0040.jpg'],0,[],"[3.0, 978, 794, 0.0]",{}
['SNAP-134242-0041.jpg'],0,[],"[3.0, 683, 254, 0.0]",{}
['SNAP-134242-0041.jpg'],0,[],"[3.0, 1229, 428, 0.0]",{}
['SNAP-134257-0042.jpg'],0,[],"[3.0, 1202, 282, 0.0]",{}
['SNAP-134257-0042.jpg'],0,[],"[3.0, 745, 571, 0.0]",{}
['SNAP-134257-0042.jpg'],0,[],"[3.0, 1001, 263, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 412, 378, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 572, 784, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 436, 77, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 441, 789, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 198, 863, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 885, 708, 0.0]",{}
['SNAP-134354-0043.jpg'],0,[],"[3.0, 1201, 679, 0.0]",{}
['SNAP-134410-0044.jpg'],0,[],"[3.0, 166, 426, 0.0]",{}
['SNAP-134410-0044.jpg'],0,[],"[3.0, 1020, 401, 0.0]",{}
['SNAP-134425-0045.jpg'],0,[],"[3.0, 527, 929, 0.0]",{}
['SNAP-134425-0045.jpg'],0,[],"[3.0, 751, 138, 0.0]",{}
['SNAP-134425-0045.jpg'],0,[],"[3.0, 896, 181, 0.0]",{}
['SNAP-134436-0046.jpg'],0,[],"[3.0, 420, 570, 0.0]",{}
['SNAP-134436-0046.jpg'],0,[],"[3.0, 207, 730, 0.0]",{}
['SNAP-134452-0047.jpg'],0,[],"[3.0, 1182, 705, 0.0]",{}
['SNAP-134452-0047.jpg'],0,[],"[3.0, 793, 218, 0.0]",{}
['SNAP-134452-0047.jpg'],0,[],"[3.0, 1081, 647, 0.0]",{}
['SNAP-134452-0047.jpg'],0,[],"[3.0, 413, 115, 0.0]",{}
['SNAP-134504-0048.jpg'],0,[],"[3.0, 559, 665, 0.0]",{}
['SNAP-134531-0049.jpg'],0,[],"[3.0, 1228, 527, 0.0]",{}
['SNAP-134531-0049.jpg'],0,[],"[3.0, 575, 389, 0.0]",{}
['SNAP-134543-0050.jpg'],0,[],"[3.0, 781, 638, 0.0]",{}
['SNAP-134543-0050.jpg'],0,[],"[3.0, 963, 422, 0.0]",{}
['SNAP-134543-0050.jpg'],0,[],"[3.0, 951, 760, 0.0]",{}
['SNAP-134555-0051.jpg'],0,[],"[3.0, 672, 577, 0.0]",{}
['SNAP-134555-0051.jpg'],0,[],"[3.0, 176, 682, 0.0]",{}
['SNAP-134555-0051.jpg'],0,[],"[3.0, 561, 569, 0.0]",{}
['SNAP-134605-0052.jpg'],0,[],"[3.0, 381, 678, 0.0]",{}
['SNAP-134605-0052.jpg'],0,[],"[3.0, 560, 134, 0.0]",{}
['SNAP-134605-0052.jpg'],0,[],"[3.0, 451, 440, 0.0]",{}
['SNAP-134631-0053.jpg'],0,[],"[3.0, 1146, 315, 0.0]",{}
['SNAP-134631-0053.jpg'],0,[],"[3.0, 756, 466, 0.0]",{}
['SNAP-134652-0054.jpg'],0,[],"[3.0, 385, 580, 0.0]",{}
['SNAP-134652-0054.jpg'],0,[],"[3.0, 76, 412, 0.0]",{}
['SNAP-134652-0054.jpg'],0,[],"[3.0, 1040, 389, 0.0]",{}
['SNAP-134704-0055.jpg'],0,[],"[3.0, 778, 355, 0.0]",{}
['SNAP-134704-0055.jpg'],0,[],"[3.0, 963, 948, 0.0]",{}
['SNAP-134704-0055.jpg'],0,[],"[3.0, 501, 290, 0.0]",{}
['SNAP-134704-0055.jpg'],0,[],"[3.0, 1215, 68, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 545, 773, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 104, 862, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 723, 333, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 861, 950, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 952, 900, 0.0]",{}
['SNAP-134732-0056.jpg'],0,[],"[3.0, 296, 607, 0.0]",{}
['SNAP-134750-0057.jpg'],0,[],"[3.0, 1004, 123, 0.0]",{}
['SNAP-134750-0057.jpg'],0,[],"[3.0, 635, 101, 0.0]",{}
['SNAP-134750-0057.jpg'],0,[],"[3.0, 1079, 512, 0.0]",{}
['SNAP-134811-0058.jpg'],0,[],"[3.0, 974, 534, 0.0]",{}
['SNAP-134811-0058.jpg'],0,[],"[3.0, 1065, 431, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 406, 747, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 236, 635, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 538, 822, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 1121, 849, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 962, 663, 0.0]",{}
['SNAP-134824-0059.jpg'],0,[],"[3.0, 311, 602, 0.0]",{}
['SNAP-134839-0060.jpg'],0,[],"[3.0, 555, 706, 0.0]",{}
['SNAP-134839-0060.jpg'],0,[],"[3.0, 196, 640, 0.0]",{}
['SNAP-134839-0060.jpg'],0,[],"[3.0, 1206, 461, 0.0]",{}
['SNAP-134916-0061.jpg'],0,[],"[3.0, 857, 368, 0.0]",{}
['SNAP-134916-0061.jpg'],0,[],"[3.0, 881, 742, 0.0]",{}
['SNAP-134916-0061.jpg'],0,[],"[3.0, 778, 694, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 537, 118, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 777, 579, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 621, 152, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 405, 779, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 321, 961, 0.0]",{}
['SNAP-134939-0062.jpg'],0,[],"[3.0, 1179, 294, 0.0]",{}
['SNAP-134947-0063.jpg'],0,[],"[3.0, 494, 392, 0.0]",{}
['SNAP-134947-0063.jpg'],0,[],"[3.0, 586, 704, 0.0]",{}
['SNAP-134947-0063.jpg'],0,[],"[3.0, 858, 832, 0.0]",{}
['SNAP-134947-0063.jpg'],0,[],"[3.0, 1107, 801, 0.0]",{}
['SNAP-135032-0064.jpg'],0,[],"[3.0, 592, 225, 0.0]",{}
['SNAP-135032-0064.jpg'],0,[],"[3.0, 1205, 149, 0.0]",{}
['SNAP-140308-0071.jpg'],0,[],"[3.0, 451, 715, 0.0]",{}
['SNAP-140308-0071.jpg'],0,[],"[3.0, 495, 914, 0.0]",{}
['SNAP-140332-0072.jpg'],0,[],"[3.0, 622, 363, 0.0]",{}
['SNAP-140332-0072.jpg'],0,[],"[3.0, 118, 709, 0.0]",{}
['SNAP-140332-0072.jpg'],0,[],"[3.0, 1174, 109, 0.0]",{}
['SNAP-140332-0072.jpg'],0,[],"[3.0, 420, 699, 0.0]",{}
['SNAP-140346-0073.jpg'],0,[],"[3.0, 677, 108, 0.0]",{}
['SNAP-140346-0073.jpg'],0,[],"[3.0, 591, 231, 0.0]",{}
['SNAP-140346-0073.jpg'],0,[],"[3.0, 1030, 191, 0.0]",{}
['SNAP-140406-0074.jpg'],0,[],"[3.0, 460, 101, 0.0]",{}
['SNAP-140406-0074.jpg'],0,[],"[3.0, 883, 555, 0.0]",{}
['SNAP-140406-0074.jpg'],0,[],"[3.0, 683, 144, 0.0]",{}
['SNAP-140406-0074.jpg'],0,[],"[3.0, 911, 782, 0.0]",{}
['SNAP-140423-0075.jpg'],0,[],"[3.0, 554, 155, 0.0]",{}
['SNAP-140423-0075.jpg'],0,[],"[3.0, 1009, 774, 0.0]",{}
['SNAP-140435-0076.jpg'],0,[],"[3.0, 1087, 555, 0.0]",{}
['SNAP-140435-0076.jpg'],0,[],"[3.0, 769, 238, 0.0]",{}
['SNAP-140435-0076.jpg'],0,[],"[3.0, 1226, 118, 0.0]",{}
['SNAP-140435-0076.jpg'],0,[],"[3.0, 933, 522, 0.0]",{}
['SNAP-140450-0077.jpg'],0,[],"[3.0, 912, 588, 0.0]",{}
['SNAP-140450-0077.jpg'],0,[],"[3.0, 1072, 838, 0.0]",{}
['SNAP-140450-0077.jpg'],0,[],"[3.0, 1086, 811, 0.0]",{}
['SNAP-140450-0077.jpg'],0,[],"[3.0, 975, 733, 0.0]",{}
['SNAP-140450-0077.jpg'],0,[],"[3.0, 1019, 631, 0.0]",{}
['SNAP-140500-0078.jpg'],0,[],"[3.0, 620, 820, 0.0]",{}
['SNAP-140500-0078.jpg'],0,[],"[3.0, 773, 828, 0.0]",{}
['SNAP-140500-0078.jpg'],0,[],"[3.0, 894, 554, 0.0]",{}
['SNAP-140512-0079.jpg'],0,[],"[3.0, 672, 136, 0.0]",{}
['SNAP-140512-0079.jpg'],0,[],"[3.0, 983, 326, 0.0]",{}
['SNAP-140534-0080.jpg'],0,[],"[3.0, 911, 274, 0.0]",{}
['SNAP-140534-0080.jpg'],0,[],"[3.0, 115, 609, 0.0]",{}
['SNAP-140534-0080.jpg'],0,[],"[3.0, 228, 738, 0.0]",{}
['SNAP-140534-0080.jpg'],0,[],"[3.0, 1183, 190, 0.0]",{}
['SNAP-140534-0080.jpg'],0,[],"[3.0, 188, 462, 0.0]",{}
['SNAP-140545-0081.jpg'],0,[],"[3.0, 1102, 65, 0.0]",{}
['SNAP-140559-0082.jpg'],0,[],"[3.0, 336, 674, 0.0]",{}
['SNAP-140559-0082.jpg'],0,[],"[3.0, 861, 857, 0.0]",{}
['SNAP-140559-0082.jpg'],0,[],"[3.0, 355, 795, 0.0]",{}
['SNAP-140616-0083.jpg'],0,[],"[3.0, 492, 399, 0.0]",{}
['SNAP-140616-0083.jpg'],0,[],"[3.0, 718, 97, 0.0]",{}
['SNAP-140640-0084.jpg'],0,[],"[3.0, 373, 952, 0.0]",{}
['SNAP-140655-0085.jpg'],0,[],"[3.0, 1153, 435, 0.0]",{}
['SNAP-140710-0086.jpg'],0,[],"[3.0, 740, 673, 0.0]",{}
['SNAP-140710-0086.jpg'],0,[],"[3.0, 513, 179, 0.0]",{}
['SNAP-140710-0086.jpg'],0,[],"[3.0, 975, 755, 0.0]",{}
['SNAP-140710-0086.jpg'],0,[],"[3.0, 683, 619, 0.0]",{}
['SNAP-140718-0087.jpg'],0,[],"[3.0, 1143, 503, 0.0]",{}
['SNAP-140718-0087.jpg'],0,[],"[3.0, 80, 528, 0.0]",{}
['SNAP-140731-0088.jpg'],0,[],"[3.0, 289, 585, 0.0]",{}
['SNAP-140731-0088.jpg'],0,[],"[3.0, 755, 253, 0.0]",{}
['SNAP-140731-0088.jpg'],0,[],"[3.0, 807, 503, 0.0]",{}
['SNAP-140731-0088.jpg'],0,[],"[3.0, 237, 920, 0.0]",{}
['SNAP-140731-0088.jpg'],0,[],"[3.0, 897, 445, 0.0]",{}
['SNAP-140743-0089.jpg'],0,[],"[3.0, 424, 554, 0.0]",{}
['SNAP-140743-0089.jpg'],0,[],"[3.0, 843, 906, 0.0]",{}
['SNAP-140743-0089.jpg'],0,[],"[3.0, 876, 287, 0.0]",{}
['SNAP-140752-0090.jpg'],0,[],"[3.0, 73, 707, 0.0]",{}
['SNAP-140752-0090.jpg'],0,[],"[3.0, 812, 155, 0.0]",{}
['SNAP-140752-0090.jpg'],0,[],"[3.0, 830, 142, 0.0]",{}
['SNAP-140752-0090.jpg'],0,[],"[3.0, 676, 545, 0.0]",{}
['SNAP-140752-0090.jpg'],0,[],"[3.0, 972, 228, 0.0]",{}
